customer_id,total_sales,sales_rank
CB-12535,4123.5154999999995,166
PM-19135,4115.662,167
SV-20785,4105.305,168
DM-13345,4074.4720000000007,169
FP-14320,4046.7460000000005,170
SP-20860,4028.588,171
SP-20920,3990.6890000000003,172
CM-12715,3984.4524,173
MP-17965,3983.6420000000003,174
SC-20305,3971.0639999999994,175
DK-12895,3943.0399999999995,176
LF-17185,3930.509,177
GH-14425,3925.742,178
GA-14515,3919.7760000000003,179
KH-16630,3918.966,180
DB-13555,3908.8028,181
KC-16540,3908.2619999999997,182
CC-12220,3902.522,183
NP-18670,3896.6420000000003,184
PW-19240,3878.3149999999996,185
JS-15880,3868.02,186
FC-14335,3865.845999999999,187
RA-19885,3832.3139999999994,188
RS-19765,3831.93,189
AT-10735,3831.8640000000005,190
OT-18730,3818.6240000000003,191
RO-19780,3815.478,192
MC-17845,3805.714000000001,193
MM-17920,3794.08,194
CA-11965,3789.7228,195
MG-17650,3785.276,196
SJ-20125,3777.8799999999997,197
MD-17350,3766.382,198
JK-15625,3760.028,199
JK-16090,3747.6680000000006,200
RD-19480,3743.03,201
FM-14290,3736.1979999999994,202
SC-20260,3729.7929999999997,203
HG-15025,3690.284,204
LP-17095,3653.3990000000003,205
CS-12400,3651.8585000000007,206
RH-19495,3621.3759999999997,207
BP-11185,3610.2929999999997,208
SZ-20035,3592.433,209
GM-14440,3582.8199999999997,210
TB-21175,3579.024,211
JP-15520,3572.9440000000004,212
DL-13495,3539.322,213
ES-14020,3510.4579999999996,214
RW-19690,3495.646,215
AG-10675,3489.0395999999996,216
ED-13885,3484.92,217
PW-19030,3454.916,218
EB-13705,3448.2740000000003,219
SF-20200,3422.785999999999,220
FC-14245,3414.678,221
SG-20080,3406.581,222
BS-11380,3379.1299999999997,223
TS-21655,3368.093999999999,224
SC-20020,3362.9635999999996,225
DJ-13630,3356.3979999999997,226
DC-12850,3336.1680000000006,227
AP-10915,3323.556,228
DK-13375,3318.4859999999994,229
KH-16330,3312.864,230
RF-19345,3309.1500000000005,231
SF-20965,3306.871,232
RR-19525,3302.262,233
BD-11605,3288.471,234
BS-11665,3288.11,235
DV-13465,3285.9870000000005,236
RW-19630,3273.6499999999996,237
DL-12925,3272.2000000000003,238
AS-10090,3255.3099999999995,239
JO-15145,3254.9490000000005,240
DK-12835,3253.5340000000006,241
AH-10075,3250.336999999999,242
LC-16960,3246.626,243
CT-11995,3241.898000000001,244
SR-20425,3233.481,245
LW-16990,3230.308,246
RS-19420,3221.29,247
AS-10285,3212.272,248
MP-17470,3206.132,249
CS-12355,3202.1620000000003,250
BT-11680,3196.7520000000004,251
DG-13300,3195.818,252
VP-21760,3193.6059999999998,253
HG-14965,3184.1739999999995,254
EB-13750,3166.882,255
GM-14680,3163.628,256
CK-12205,3154.855,257
KB-16240,3152.615,258
JM-15250,3145.3740000000003,259
JL-15505,3142.746,260
MS-17770,3138.5819999999994,261
RD-19900,3133.9239999999995,262
TN-21040,3130.221,263
SN-20710,3127.9592000000007,264
SG-20605,3116.9760000000006,265
KH-16360,3100.6119999999996,266
PG-18820,3086.907,267
GM-14455,3078.6240000000003,268
EB-14110,3071.1259999999997,269
TG-21310,3058.3720000000003,270
KT-16465,3057.1,271
SS-20410,3056.807,272
SL-20155,3053.012000000001,273
CA-12775,3041.5659999999993,274
AS-10045,3035.0320000000006,275
CS-11950,3027.7549999999997,276
EH-14125,3013.1530000000002,277
LS-16975,2988.674,278
MH-18025,2984.9480000000003,279
FA-14230,2984.053999999999,280
NS-18640,2964.8229999999994,281
TM-21010,2953.986,282
TH-21115,2942.772,283
CK-12325,2939.606,284
LT-17110,2936.2519999999995,285
BC-11125,2933.6759999999995,286
JK-16120,2932.4840000000004,287
DB-13120,2931.718,288
SW-20455,2921.544,289
ML-17410,2921.499999999999,290
RD-19585,2912.8940000000002,291
CY-12745,2900.026,292
ND-18460,2893.455,293
MG-18145,2890.591,294
MT-17815,2890.139,295
DS-13180,2881.8128,296
PV-18985,2876.0460000000003,297
CC-12430,2870.0500000000006,298
BF-11020,2865.786,299
CC-12685,2854.1150000000007,300
AW-10930,2851.4440000000004,301
IM-15055,2848.36,302
LS-16945,2845.27,303
DB-12970,2839.2272000000003,304
JM-16195,2833.9260000000004,305
CV-12295,2830.6279999999997,306
GH-14410,2807.7070000000003,307
TS-21610,2801.8840000000005,308
BG-11035,2798.948,309
TB-21625,2797.668,310
RD-19660,2786.6319999999996,311
SH-19975,2774.2394999999997,312
JC-15775,2772.0550000000007,313
PF-19165,2770,314
EB-13870,2767.219,315
MM-18055,2749.881,316
KB-16585,2742.7580000000003,317
LL-16840,2741.204,318
JL-15850,2725.2560000000003,319
MC-17275,2723.036,320
ML-17395,2722.843,321
JK-15370,2709.632,322
JE-16165,2697.248,323
CS-12250,2696.7959999999994,324
BT-11530,2684.492,325
NH-18610,2673.2899999999995,326
RB-19435,2663.0860000000002,327
EA-14035,2660.8250000000007,328
EJ-14155,2656.691,329
DK-13090,2650.557,330
CA-12265,2648.2871999999998,331
FO-14305,2622.838,332
KN-16390,2617.2720000000004,333
RA-19285,2606.0820000000003,334
LC-17140,2605.1120000000005,335
SO-20335,2602.575500000001,336
SU-20665,2595.3640000000005,337
BO-11350,2586.08,338
HA-14920,2584.1580000000004,339
SC-20695,2576.408,340
NS-18505,2575.863,341
BT-11305,2567.656,342
EM-13810,2567.01,343
AG-10270,2565.2579999999994,344
MZ-17515,2564.906,345
CC-12610,2540.631,346
CM-12160,2533.314,347
HF-14995,2533.164,348
LC-16870,2526.182,349
FM-14380,2523.2659999999996,350
JS-16030,2516.4939999999997,351
DJ-13510,2501.688,352
AC-10615,2499.7560000000003,353
PO-18865,2493.2140000000004,354
BS-11755,2492.3500000000004,355
NZ-18565,2488.31,356
CC-12145,2471.6500000000005,357
MN-17935,2469.0420000000004,358
NC-18340,2461.404000000001,359
MH-17455,2456.182,360
BS-11590,2454.9280000000003,361
VM-21685,2454.866,362
GZ-14545,2454.6220000000003,363
MA-17995,2453.284,364
TH-21100,2422.824,365
AH-10465,2406.4316000000003,366
BP-11095,2399.54,367
DF-13135,2390.534,368
BP-11290,2383.7970000000005,369
MH-17290,2381.7309999999998,370
FM-14215,2374.27,371
CK-12595,2372.7500000000005,372
JF-15415,2371.448,373
CV-12805,2370.3136,374
MC-17590,2362.5069999999996,375
JG-15115,2358.676,376
CL-12700,2353.586,377
MG-17680,2350.188,378
RF-19735,2341.2960000000003,379
AG-10495,2338.679,380
EM-13825,2324.358,381
XP-21865,2320.4080000000004,382
MK-17905,2302.3680000000004,383
LH-16900,2295.3320000000003,384
CM-12235,2287.172,385
JF-15190,2279.5860000000002,386
FH-14350,2271.284,387
CC-12670,2269.7015000000006,388
BE-11410,2261.438,389
MC-17605,2258.192,390
JH-16180,2256.3940000000002,391
KD-16615,2243.5099999999998,392
TS-21505,2243.274,393
MY-17380,2242.6119999999996,394
LW-16825,2238.0609999999997,395
AR-10405,2236.128,396
NC-18415,2218.99,397
MC-18100,2218.98,398
GG-14650,2216.0080000000007,399
PF-19225,2206.1279999999997,400
DB-13210,2204.829,401
MH-17785,2203.7780000000002,402
JL-15235,2203.7,403
JR-16210,2201.6859999999997,404
TB-21280,2198.45,405
JG-15310,2197.7960000000003,406
GW-14605,2189.0190000000007,407
NR-18550,2184.337,408
BT-11395,2182.1940000000004,409
PS-18760,2181.479,410
SH-20395,2180.718,411
KN-16450,2171.962,412
DB-12910,2171.599,413
RP-19855,2170.716000000001,414
DP-13105,2164.89,415
HA-14905,2163.3,416
EJ-13720,2162.174,417
JD-15790,2152.3520000000003,418
CR-12580,2148.852,419
KN-16705,2148.03,420
DN-13690,2139.7900000000004,421
EN-13780,2138.246,422
KM-16225,2134.248,423
NM-18520,2123.347,424
KC-16255,2103.8340000000003,425
SH-20635,2096.392,426
RH-19600,2085.7400000000002,427
TG-21640,2074.661,428
ML-17755,2071.914,429
RB-19705,2067.45,430
LC-17050,2064.504,431
TS-21430,2054.14,432
AF-10870,2052.9080000000004,433
CD-11920,2033.968,434
NF-18595,2031.472,435
DJ-13420,2012.5200000000002,436
VB-21745,2005.5959999999998,437
HP-14815,1990.314,438
DB-13615,1989.05,439
PG-18895,1987.1640000000002,440
NB-18655,1972.599,441
SW-20275,1966.65,442
LD-17005,1961.934,443
TP-21565,1936.6399999999996,444
JF-15355,1911.844,445
JO-15280,1911.5520000000001,446
ME-17725,1908.4532,447
SV-20935,1903.491,448
KD-16345,1888.964,449
GD-14590,1888.0700000000002,450
SG-20470,1884.7980000000002,451
SC-20440,1874.998,452
BG-11695,1874.172,453
NG-18355,1869.58,454
CD-12790,1860.732,455
SN-20560,1860.418,456
CB-12415,1856.26,457
JB-16045,1841.651,458
PR-18880,1840.1779999999997,459
AJ-10945,1839.2400000000002,460
PC-18745,1832.064,461
EG-13900,1832.02,462
LR-17035,1831.386,463
PJ-19015,1824.2340000000002,464
NC-18625,1821.7420000000002,465
JM-15265,1804.1460000000002,466
JB-15400,1791.605,467
AA-10480,1782.872,468
CC-12100,1765.23,469
DS-13030,1762.2130000000002,470
AH-10030,1744.6999999999998,471
VT-21700,1736.596,472
AH-10120,1735.5140000000001,473
MV-18190,1734.5739999999998,474
JM-15535,1733.4430000000002,475
BE-11455,1727.652,476
BW-11200,1726.2300000000002,477
JP-16135,1707.7099999999998,478
TZ-21580,1707.2860000000003,479
DB-13405,1702.5480000000002,480
BP-11155,1692.146,481
DK-12985,1687.04,482
RA-19945,1686.9225000000004,483
CA-12055,1679.724,484
CM-11815,1673.8880000000001,485
LH-17155,1660.3049999999998,486
CC-12475,1659.438,487
JP-15460,1653.5830000000003,488
CM-12115,1643.97,489
EB-13975,1643.255,490
AP-10720,1638.5539999999999,491
KE-16420,1626.6832000000004,492
AZ-10750,1622.018,493
MS-17710,1613.402,494
CR-12730,1600.55,495
SP-20650,1598.516,496
DE-13255,1588.464,497
AH-10195,1587.452,498
BF-11215,1585.162,499
CK-12760,1582.1090000000004,500
MC-18130,1581.9979999999998,501
MF-18250,1575.36,502
JL-15175,1571.523,503
TB-21250,1569.5919999999999,504
KB-16315,1569.4640000000002,505
TS-21160,1568.244,506
ON-18715,1567.52,507
MV-17485,1542.4099999999999,508
BD-11620,1538.1099999999997,509
CH-12070,1537.2360000000003,510
BD-11725,1526.5,511
BV-11245,1523.2730000000001,512
KA-16525,1519.506,513
AB-10600,1515.862,514
JG-15805,1507.0180000000003,515
ZD-21925,1493.944,516
DL-12865,1490.818,517
CM-12190,1475.1440000000002,518
LE-16810,1469.4500000000003,519
TB-21055,1467.881,520
PN-18775,1467.152,521
BN-11515,1459.344,522
PB-19150,1456.9499999999998,523
RM-19375,1453.474,524
AG-10525,1448.9419999999998,525
RK-19300,1448.0000000000002,526
DL-13315,1446.0660000000003,527
PK-18910,1441.152,528
TD-20995,1434.5480000000002,529
JW-16075,1428.731,530
MB-18085,1428.231,531
MB-17305,1427.3259999999996,532
TT-21220,1427.044,533
RD-19720,1419.7370000000003,534
NL-18310,1418.0900000000001,535
PM-18940,1405.402,536
CA-12310,1401.0739999999998,537
MO-17800,1396.3229999999999,538
NG-18430,1395.938,539
JE-15475,1388.682,540
TB-21595,1387.559,541
FG-14260,1383.1440000000002,542
CR-12820,1380.8324,543
DM-13525,1376.792,544
GH-14485,1361.2440000000001,545
GB-14530,1356.48,546
LM-17065,1346.774,547
MG-17695,1342.282,548
SJ-20215,1339.072,549
BM-11785,1335.896,550
BF-11005,1333.88,551
SB-20170,1323.432,552
DM-12955,1322.034,553
MT-18070,1319.4497999999999,554
MM-17260,1314.0230000000001,555
SP-20545,1306.0859999999998,556
EK-13795,1303.478,557
Co-12640,1300.076,558
HR-14770,1299.2879999999998,559
SS-20140,1289.548,560
GR-14560,1284.38,561
PS-18970,1278.6390000000001,562
SV-20815,1271.0900000000004,563
CS-11845,1267.194,564
LW-17125,1259.04,565
ME-18010,1256.944,566
GM-14500,1255.6819999999998,567
SC-20680,1254.64,568
MH-17620,1252.8,569
ER-13855,1245.788,570
JW-15955,1244.086,571
MG-17875,1242.833,572
NP-18685,1228.698,573
PJ-18835,1220.0900000000001,574
EH-14005,1219.5299999999997,575
JL-15130,1214.9560000000001,576
MD-17860,1204.9099999999999,577
DW-13585,1204.854,578
DO-13435,1197.3115000000003,579
SJ-20500,1190.3759999999997,580
EB-14170,1186.326,581
JS-15595,1181.734,582
BP-11230,1181.4900000000002,583
DC-13285,1174.618,584
AT-10435,1171.8139999999999,585
JR-15670,1156.658,586
DB-13660,1155.2019999999998,587
CG-12520,1148.7800000000002,588
KC-16675,1146.0500000000002,589
RD-19810,1137.6159999999998,590
CW-11905,1136.592,591
JS-15685,1131.0639999999999,592
DV-13045,1119.4830000000002,593
AB-10165,1113.838,594
CD-12280,1104.184,595
TC-21475,1103.0159999999998,596
CL-11890,1098.43,597
TM-21490,1094.6779999999999,598
JO-15550,1088.358,599
JF-15490,1082.918,600
DB-13360,1081.466,601
DW-13195,1080.751,602
CS-12490,1070.3885,603
PC-19000,1061.488,604
DP-13165,1058.616,605
PO-19195,1056.8580000000002,606
AA-10375,1056.39,607
VS-21820,1055.9809999999998,608
AR-10345,1055.694,609
DH-13675,1043.096,610
SM-20905,1043.0410000000002,611
EM-14095,1041.042,612
TC-21145,1038.26,613
DP-13000,1034.188,614
MK-18160,1031.6019999999999,615
TH-21235,1022.2010000000001,616
SW-20350,1019.0439999999998,617
RB-19330,1008.1959999999999,618
LS-17245,1008.1359999999999,619
BG-11740,1006.356,620
LS-17200,998.032,621
VP-21730,993.9019999999999,622
GA-14725,975.566,623
KB-16600,974.214,624
DO-13645,972.26,625
TS-21340,971.7339999999999,626
RD-19930,970.9420000000001,627
AB-10150,966.7099999999998,628
RC-19825,966.4089999999999,629
BP-11050,961.1799999999998,630
JH-15910,959.4770000000002,631
JF-15295,955.124,632
RP-19270,954.6451999999999,633
BS-11800,949.43,634
EB-13930,944.6000000000001,635
MF-17665,937.039,636
EM-13960,933.704,637
MC-17575,925.5649999999999,638
SW-20245,925.1980000000001,639
MO-17500,922.487,640
RF-19840,915.662,641
EH-14185,910.186,642
KB-16405,908.8209999999999,643
SC-20575,902.7280000000001,644
JB-15925,900.552,645
AB-10255,898.084,646
AC-10420,891.56,647
HZ-14950,886.5199999999999,648
AB-10015,886.156,649
CS-12130,884.64,650
HE-14800,883.5320000000002,651
SK-19990,883.409,652
SS-20875,883.22,653
JM-15655,864.9470000000001,654
JR-15700,863.88,655
AF-10885,861.5649999999999,656
JC-15385,859.648,657
JC-16105,858.576,658
MS-17980,855.1160000000001,659
RC-19960,850.192,660
CG-12040,847.6519999999999,661
CS-12175,844.4580000000001,662
AS-10630,833.398,663
TB-21355,822.136,664
VF-21715,819.784,665
TB-21190,816.174,666
RE-19450,815.152,667
AM-10360,814.0120000000001,668
BM-11575,808.1619999999999,669
DK-13150,797.832,670
MC-17635,795.1540000000001,671
BF-11275,791.9899999999999,672
HG-14845,785.628,673
EH-13990,780.27,674
MG-17890,776.384,675
MM-18280,775.4140000000001,676
SF-20065,763.5459999999998,677
SW-20755,758.696,678
LP-17080,756.606,679
Dl-13600,755.602,680
IG-15085,744.574,681
RH-19555,740.382,682
AH-10585,738.504,683
HM-14980,736.276,684
BB-10990,735.52,685
PH-18790,729.648,686
PA-19060,729.408,687
JJ-15445,709.1780000000001,688
JD-16060,695.4420000000001,689
VG-21790,694.2900000000001,690
TC-21535,692.518,691
PB-19105,688.324,692
EH-13945,684.171,693
ML-18040,681.242,694
PB-18805,668.7560000000001,695
AG-10330,660.972,696
BK-11260,659.138,697
BD-11770,658.466,698
AC-10660,657.316,699
AW-10840,649.376,700
TR-21325,645.072,701
LO-17170,644.35,702
JB-16000,644.1188,703
MR-17545,639.178,704
AJ-10960,629.2479999999999,705
RR-19315,615.932,706
CD-11980,614.982,707
SS-20515,613.4000000000001,708
BT-11440,603.876,709
BF-10975,585.8080000000001,710
DL-13330,585.02,711
BD-11635,582.646,712
AS-10240,574.24,713
NK-18490,572.048,714
CM-11935,565.392,715
CS-12460,550.6440000000001,716
CS-11860,537.6320000000001,717
JH-15820,528.9100000000001,718
AY-10555,497.01400000000007,719
RB-19570,476.802,720
CR-12625,475.9,721
MS-17530,475.65599999999995,722
JS-15940,469.169,723
EC-14050,461.914,724
KM-16660,453.538,725
TT-21265,439.5,726
ST-20530,433.34,727
VG-21805,427.372,728
MZ-17335,424.038,729
SS-20590,418.49,730
BT-11485,415.19599999999997,731
JD-16015,385.43,732
JK-15325,383.812,733
VM-21835,380.69,734
NF-18475,377.16200000000003,735
MS-17830,370.348,736
LS-17230,368.88,737
EM-14200,366.822,738
MH-17440,358.146,739
HJ-14875,358.1,740
AG-10300,349.26,741
DW-13540,344.08000000000004,742
BD-11560,320.53999999999996,743
LH-17020,318.239,744
JM-15580,303.948,745
CM-12445,287.98999999999995,746
LH-16750,287.426,747
SC-20845,280.632,748
SC-20800,279.256,749
JH-15430,276.385,750
NB-18580,273.87199999999996,751
BF-11080,272.95,752
DD-13570,269.54200000000003,753
BN-11470,265.296,754
AR-10510,264.86400000000003,755
LT-16765,255.524,756
HD-14785,251.36,757
PL-18925,239.48100000000002,758
KW-16570,236.156,759
SM-20005,233.134,760
EM-14065,228.99,761
GT-14755,226.43599999999998,762
GP-14740,221.79999999999998,763
RB-19645,221.08399999999997,764
AG-10390,200.945,765
JJ-15760,195,766
HH-15010,188.108,767
ML-18265,162.232,768
AO-10810,161.28,769
MO-17950,154.288,770
PT-19090,153.9,771
GH-14665,146.94080000000002,772
AG-10765,137.296,773
PB-19210,132.738,774
BO-11425,130.83,775
EL-13735,124.28,776
DA-13450,123.86399999999999,777
CC-12550,113.832,778
RM-19750,98.35,779
KS-16300,88.47200000000001,780
AR-10570,88.15,781
FW-14395,79.75,782
JC-15340,67.335,783
BW-11065,60.772,784
AS-10135,58.82,785
LB-16735,50.188,786
RE-19405,48.36,787
SG-20890,41.072,788
RS-19870,22.328,789
CJ-11875,16.52,790
MG-18205,12.32,791
LD-16855,5.304,792
TS-21085,4.833,793
