customer_id,order_id,sales,row_num
AB-10060,US-2016-108637,127.88,6
AB-10060,CA-2017-107174,108.96,7
AB-10060,CA-2017-159688,79.99,8
AB-10060,CA-2017-118213,67.8,9
AB-10060,CA-2016-129714,49.12,10
AB-10060,US-2016-108637,46,11
AB-10060,CA-2016-161207,27.93,12
AB-10060,CA-2016-129714,24.56,13
AB-10060,CA-2017-134173,20.736,14
AB-10060,CA-2016-129714,6.79,15
AB-10060,CA-2016-129714,3.048,16
AB-10105,CA-2016-117121,9892.74,1
AB-10105,CA-2014-103100,1103.97,2
AB-10105,CA-2017-101042,821.88,3
AB-10105,CA-2017-153822,471.92,4
AB-10105,CA-2017-126788,470.376,5
AB-10105,US-2016-122245,393.165,6
AB-10105,CA-2017-121643,344.704,7
AB-10105,CA-2015-163181,287.91,8
AB-10105,CA-2015-163181,177.648,9
AB-10105,CA-2017-153822,89.584,10
AB-10105,CA-2015-163181,84.784,11
AB-10105,CA-2015-163181,64.96,12
AB-10105,CA-2017-140781,39.816,13
AB-10105,CA-2015-163181,32.06,14
AB-10105,CA-2015-163181,23.64,15
AB-10105,CA-2017-101042,21.96,16
AB-10105,CA-2017-153822,18.18,17
AB-10105,CA-2017-153822,12.624,18
AB-10105,CA-2014-103100,3.69,19
AB-10150,CA-2014-169061,479.97,1
AB-10150,CA-2017-158876,99.136,2
AB-10150,CA-2014-169061,97.82,3
AB-10150,CA-2017-120761,91.96,4
AB-10150,CA-2014-169061,59.52,5
AB-10150,CA-2014-169061,49.632,6
AB-10150,CA-2014-169061,18.62,7
AB-10150,CA-2017-158876,16.896,8
AB-10150,CA-2017-158876,15.992,9
AB-10150,CA-2016-147970,15.552,10
AB-10150,CA-2015-168186,14.94,11
AB-10150,CA-2017-158876,6.672,12
AB-10165,CA-2015-115945,304.23,1
AB-10165,CA-2015-131534,166.24,2
AB-10165,CA-2017-145737,163.96,3
AB-10165,CA-2017-126634,94.2,4
AB-10165,CA-2017-144932,89.856,5
AB-10165,CA-2015-115945,88.752,6
AB-10165,CA-2015-144043,46.688,7
AB-10165,US-2014-139500,37.296,8
AB-10165,CA-2015-131534,33.4,9
AB-10165,CA-2017-131212,24.816,10
AB-10165,CA-2015-115945,20.96,11
AB-10165,CA-2017-131212,14.976,12
AB-10165,CA-2017-144932,14.592,13
AB-10165,CA-2017-144932,13.872,14
AB-10255,CA-2017-126662,479.984,1
AB-10255,CA-2017-155873,192.16,2
AB-10255,CA-2015-142055,37.94,3
AB-10255,CA-2015-110093,36.784,4
AB-10255,CA-2017-127705,27.44,5
AB-10255,CA-2014-122679,19.68,6
AB-10255,CA-2017-155873,19.44,7
AB-10255,CA-2016-151155,18.92,8
AB-10255,CA-2016-151323,17.05,9
AB-10255,CA-2017-155873,16.68,10
AB-10255,CA-2016-151155,15.42,11
AB-10255,US-2016-158708,13.616,12
AB-10255,CA-2017-127705,2.97,13
AB-10600,US-2017-155425,899.136,1
AB-10600,US-2017-155425,239.952,2
AB-10600,US-2017-155425,201.584,3
AB-10600,US-2017-155425,95.994,4
AB-10600,US-2017-155425,38.388,5
AB-10600,CA-2015-158323,17.088,6
AB-10600,CA-2014-115336,14.48,7
AB-10600,CA-2015-111234,9.24,8
AC-10420,CA-2014-129924,698.352,1
AC-10420,US-2017-158218,127.92,2
AC-10420,CA-2016-144400,57.576,3
AC-10420,CA-2014-129924,7.712,4
AC-10450,CA-2017-141789,1793.98,1
AC-10450,CA-2017-158729,1665.62,2
AC-10450,CA-2016-163573,1219.96,3
AC-10450,US-2014-167262,742.336,4
AC-10450,CA-2015-164441,52.272,5
AC-10450,CA-2015-164441,17.94,6
AC-10450,CA-2016-116232,16.56,7
AC-10450,US-2015-106495,11.672,8
AC-10450,CA-2016-116232,7.506,9
AC-10615,CA-2017-157987,1282.41,1
AC-10615,CA-2017-157987,254.526,2
AC-10615,CA-2017-157987,238,3
AC-10615,CA-2017-157987,197.97,4
AC-10615,CA-2017-157987,167.97,5
AC-10615,CA-2015-100734,147.184,6
AC-10615,CA-2017-136007,71.96,7
AC-10615,CA-2017-157987,26.432,8
AC-10615,CA-2017-157987,23.1,9
AC-10615,CA-2017-157987,18.9,10
AC-10615,CA-2017-157987,17.12,11
AC-10615,CA-2017-157987,12.98,12
AC-10615,CA-2017-101637,12.768,13
AC-10615,CA-2017-157987,11.54,14
AC-10615,CA-2017-136007,8.4,15
AC-10615,CA-2017-157987,4.92,16
AC-10615,CA-2015-100734,3.576,17
AC-10660,CA-2016-161928,201.584,1
AC-10660,US-2014-122021,183.372,2
AC-10660,CA-2017-135650,143.728,3
AC-10660,CA-2016-134544,84.784,4
AC-10660,CA-2016-158617,35.88,5
AC-10660,US-2014-122021,7.968,6
AD-10180,CA-2017-127432,2999.95,1
AD-10180,CA-2017-127432,1126.02,2
AD-10180,CA-2017-143245,897.15,3
AD-10180,US-2014-152030,600.558,4
AD-10180,US-2017-136784,163.96,5
AD-10180,CA-2017-160416,163.96,6
AD-10180,CA-2017-127432,51.45,7
AD-10180,CA-2015-120439,51.072,8
AD-10180,CA-2017-143245,19.44,9
AD-10180,CA-2015-124268,15.48,10
AD-10180,CA-2017-127432,11.96,11
AF-10870,CA-2016-146934,662.84,1
AF-10870,CA-2016-146934,345,2
AF-10870,CA-2016-146934,257.98,3
AF-10870,US-2017-139969,233.058,4
AF-10870,CA-2016-146934,174.286,5
AF-10870,CA-2016-146934,95.1,6
AF-10870,CA-2017-125269,72.784,7
AF-10870,CA-2016-126270,71.97,8
AF-10870,CA-2017-167871,44.384,9
AF-10870,CA-2016-146934,26.88,10
AF-10870,CA-2016-139234,26.176,11
AF-10870,CA-2016-126270,18.088,12
AF-10870,CA-2017-125269,10.43,13
AF-10870,CA-2015-168634,7.78,14
AF-10870,CA-2016-139234,3.208,15
AF-10870,CA-2017-167871,2.944,16
AF-10885,CA-2014-114181,349.965,1
AF-10885,CA-2015-114300,287.94,2
AF-10885,CA-2015-114300,83.72,3
AF-10885,CA-2014-103702,63.924,4
AF-10885,CA-2016-115588,38.976,5
AF-10885,CA-2014-114181,22.32,6
AF-10885,CA-2016-115588,14.72,7
AG-10270,CA-2016-105732,1336.44,1
AG-10270,CA-2016-105732,378,2
AG-10270,CA-2016-105732,373.08,3
AG-10270,CA-2016-105732,149.95,4
AG-10270,CA-2014-103058,99.98,5
AG-10270,CA-2014-167164,55.5,6
AG-10270,CA-2016-105732,40.74,7
AG-10270,CA-2015-153738,37.68,8
AG-10270,CA-2016-105732,29.97,9
AG-10270,CA-2016-105732,17.61,10
AG-10270,CA-2016-105732,16.9,11
AG-10270,CA-2017-139416,15.008,12
AG-10270,CA-2016-105732,14.4,13
AG-10300,CA-2014-147298,230.28,1
AG-10300,CA-2016-143749,81.94,2
AG-10300,CA-2015-166800,31.08,3
AG-10300,CA-2017-161823,5.96,4
AG-10330,CA-2017-142909,182.55,1
AG-10330,CA-2016-104150,167.28,2
AG-10330,CA-2017-107748,95.84,3
AG-10330,CA-2016-104150,81.54,4
AG-10330,CA-2017-104927,75.88,5
AG-10330,CA-2017-104927,25.92,6
AG-10330,CA-2017-107748,12.96,7
AG-10330,CA-2017-108287,12.672,8
AG-10330,CA-2017-104927,6.33,9
AG-10390,CA-2014-158470,71.28,1
AG-10390,CA-2014-158470,58.05,2
AG-10390,CA-2017-107244,19.76,3
AG-10390,CA-2016-109820,15.696,4
AG-10390,CA-2016-109820,14.427,5
AG-10390,CA-2014-125171,14.4,6
AG-10390,CA-2016-136483,4.704,7
AG-10390,CA-2016-109820,2.628,8
AG-10495,CA-2015-162201,516.96,1
AG-10495,CA-2015-111948,418.32,2
AG-10495,CA-2015-118738,347.361,3
AG-10495,CA-2015-104241,192.22,4
AG-10495,CA-2015-162201,173.488,5
AG-10495,CA-2015-162201,173.208,6
AG-10495,CA-2015-111948,123.858,7
AG-10495,CA-2015-156146,105.584,8
AG-10495,CA-2015-156146,68.72,9
AG-10495,CA-2017-132976,59.712,10
AG-10495,CA-2015-162201,42.24,11
AG-10495,CA-2017-132976,24.84,12
AG-10495,CA-2016-168921,19.296,13
AG-10495,CA-2015-162201,18.264,14
AG-10495,CA-2015-118738,15.552,15
AG-10495,CA-2017-132976,11.648,16
AG-10495,CA-2015-118738,10.368,17
AG-10495,CA-2015-162201,9,18
AG-10495,CA-2015-162201,4.448,19
AG-10495,CA-2015-142692,3.592,20
AG-10525,CA-2014-158281,559.71,1
AG-10525,CA-2015-164084,481.176,2
AG-10525,CA-2014-167850,178.384,3
AG-10525,CA-2015-164084,90,4
AG-10525,CA-2015-164084,70.26,5
AG-10525,CA-2015-169572,46.62,6
AG-10525,CA-2014-167850,15.552,7
AG-10525,CA-2015-164084,7.24,8
AG-10675,CA-2016-108987,2396.2656,1
AG-10675,CA-2016-133368,315.776,2
AG-10675,CA-2015-137512,244.006,3
AG-10675,CA-2016-108987,131.136,4
AG-10675,CA-2016-133368,89.568,5
AG-10675,CA-2016-108987,57.584,6
AG-10675,US-2017-146822,49.12,7
AG-10675,CA-2017-163335,40.29,8
AG-10675,CA-2017-163335,38.71,9
AG-10675,CA-2016-108987,35.952,10
AG-10675,CA-2017-101483,34.848,11
AG-10675,CA-2017-101483,22,12
AG-10675,CA-2015-137512,15.936,13
AG-10675,US-2017-104094,13.48,14
AG-10675,CA-2017-101483,4.368,15
AG-10765,CA-2015-110947,113.1,1
AG-10765,CA-2017-126123,13.456,2
AG-10765,CA-2015-113222,10.74,3
AG-10900,US-2014-119137,1023.936,1
AG-10900,CA-2016-160108,680.01,2
AG-10900,US-2014-119137,479.04,3
AG-10900,CA-2015-130785,411.332,4
AG-10900,CA-2016-160108,405.86,5
AG-10900,CA-2017-110198,314.352,6
AG-10900,CA-2015-130785,293.199,7
AG-10900,CA-2017-116939,177.55,8
AG-10900,CA-2016-158435,173.24,9
AG-10900,CA-2015-136728,170.072,10
AG-10900,CA-2017-161557,108.4,11
AG-10900,CA-2015-148376,106.96,12
AG-10900,CA-2016-158435,65.17,13
AG-10900,CA-2015-130785,28.752,14
AG-10900,CA-2015-148376,21.56,15
AG-10900,CA-2016-158435,14.62,16
AG-10900,US-2014-119137,9.24,17
AG-10900,US-2014-119137,8.16,18
AG-10900,CA-2015-136728,7.824,19
AG-10900,CA-2015-115399,6.912,20
AG-10900,CA-2017-110198,4.608,21
AH-10030,CA-2015-130113,668.16,1
AH-10030,CA-2015-130113,323.1,2
AH-10030,CA-2014-113768,279.456,3
AH-10030,CA-2014-122070,247.84,4
AH-10030,CA-2016-162747,86.45,5
AH-10030,US-2014-158400,49.408,6
AH-10030,CA-2014-157644,34.77,7
AH-10030,CA-2014-157644,18.9,8
AH-10030,CA-2017-164000,18.704,9
AH-10030,CA-2014-122070,9.912,10
AH-10030,CA-2014-113768,8,11
AH-10075,CA-2016-149797,841.568,1
AH-10075,CA-2017-125451,637.896,2
AH-10075,CA-2017-145702,314.352,3
AH-10075,CA-2017-125451,240.744,4
AH-10075,CA-2016-144015,231.72,5
AH-10075,CA-2017-125451,210.68,6
AH-10075,CA-2017-118857,196.45,7
AH-10075,CA-2017-112004,190.896,8
AH-10075,CA-2016-147109,165.6,9
AH-10075,CA-2016-147109,51.84,10
AH-10075,CA-2017-125451,43.44,11
AH-10075,CA-2017-125451,35,12
AH-10075,CA-2017-145702,27.888,13
AH-10075,CA-2016-144015,17.9,14
AH-10075,CA-2017-165029,12.84,15
AH-10075,CA-2016-144015,12.48,16
AH-10075,CA-2017-112004,8.595,17
AH-10075,CA-2014-160066,5.22,18
AH-10075,CA-2015-161795,3.008,19
AH-10075,CA-2017-125451,2.22,20
AH-10120,CA-2016-145261,377.45,1
AH-10120,CA-2014-123295,259.136,2
AH-10120,CA-2017-150987,244.55,3
AH-10120,CA-2017-150987,195.76,4
AH-10120,CA-2017-107958,163.96,5
AH-10120,CA-2016-145261,112.776,6
AH-10120,CA-2017-151211,102.93,7
AH-10120,CA-2017-151211,98.16,8
AH-10120,CA-2016-135594,50.12,9
AH-10120,CA-2016-145261,45.24,10
AH-10120,CA-2016-145261,28.68,11
AH-10120,CA-2016-145261,18.688,12
AH-10120,CA-2016-145261,15.936,13
AH-10120,CA-2016-145261,11.648,14
AH-10120,CA-2017-131632,5.248,15
AH-10120,CA-2017-107958,5.232,16
AH-10195,CA-2016-112697,961.48,1
AH-10195,CA-2016-112697,254.058,2
AH-10195,CA-2016-112697,194.528,3
AH-10195,CA-2015-125185,99.372,4
AH-10195,CA-2015-125185,33.568,5
AH-10195,CA-2017-123043,24.672,6
AH-10195,CA-2017-154732,16.03,7
AH-10195,CA-2017-123043,3.744,8
AH-10210,CA-2017-146983,1577.94,1
AH-10210,CA-2017-147956,1003.62,2
AH-10210,CA-2015-165050,773.94,3
AH-10210,CA-2014-153983,575.92,4
AH-10210,US-2017-148831,348.56,5
AH-10210,CA-2017-166919,195.96,6
AH-10210,CA-2017-104080,171.2,7
AH-10210,CA-2015-155040,79.9,8
AH-10210,CA-2014-153983,30.4,9
AH-10210,CA-2015-165050,21.36,10
AH-10210,CA-2016-166485,16.496,11
AH-10210,CA-2015-165050,6.688,12
AH-10210,CA-2017-104080,3.36,13
AH-10465,CA-2015-141243,1352.3976,1
AH-10465,CA-2017-115546,539.97,2
AH-10465,CA-2015-141243,398.4,3
AH-10465,CA-2016-126165,71.088,4
AH-10465,CA-2017-115546,22.58,5
AH-10465,CA-2017-145275,14.94,6
AH-10465,CA-2015-141243,7.056,7
AH-10585,CA-2014-162278,383.96,1
AH-10585,US-2017-152492,239.24,2
AH-10585,CA-2014-162278,63.92,3
AH-10585,CA-2016-160479,35.4,4
AH-10585,CA-2017-109715,15.984,5
AH-10690,CA-2016-113831,2275.5,1
AH-10690,CA-2016-113831,1979.7,2
AH-10690,CA-2015-110548,946.344,3
AH-10690,CA-2016-144148,863.128,4
AH-10690,CA-2015-113628,523.92,5
AH-10690,CA-2016-148740,361.376,6
AH-10690,CA-2014-160276,177.68,7
AH-10690,CA-2015-113628,146.136,8
AH-10690,CA-2015-139780,116.4,9
AH-10690,CA-2015-113628,100.792,10
AH-10690,CA-2016-138282,87.84,11
AH-10690,CA-2016-158869,70.88,12
AH-10690,CA-2016-113831,62.1,13
AH-10690,CA-2016-145709,52.68,14
AH-10690,CA-2015-112214,33.488,15
AH-10690,CA-2015-112214,23.04,16
AH-10690,CA-2015-166604,17.94,17
AH-10690,CA-2015-112214,14.76,18
AH-10690,CA-2015-113628,11.76,19
AH-10690,CA-2016-145709,11.568,20
AH-10690,CA-2015-113628,5.238,21
AH-10690,CA-2015-113628,4.662,22
AH-10690,CA-2015-112214,1.362,23
AI-10855,CA-2014-131387,1679.96,1
AI-10855,CA-2016-158694,720.76,2
AI-10855,CA-2017-116855,504.9,3
AI-10855,CA-2016-158694,467.46,4
AI-10855,CA-2014-102330,319.968,5
AI-10855,CA-2014-159709,158.13,6
AI-10855,CA-2016-158694,129.92,7
AI-10855,CA-2014-102330,88.8,8
AI-10855,CA-2016-158694,67.71,9
AI-10855,US-2017-160759,63.686,10
AI-10855,CA-2016-158694,61.4,11
AI-10855,CA-2014-159709,43.6,12
AI-10855,CA-2015-167479,19.44,13
AI-10855,CA-2015-158918,17.12,14
AI-10855,CA-2016-158694,14.7,15
AI-10855,CA-2017-107552,6.68,16
AI-10855,CA-2017-155929,6.368,17
AI-10855,CA-2016-158694,5.184,18
AJ-10780,CA-2014-141313,1737.18,1
AJ-10780,CA-2014-108609,1421.664,2
AJ-10780,CA-2014-141313,704.25,3
AJ-10780,CA-2017-111577,307.776,4
AJ-10780,US-2017-133361,261.96,5
AJ-10780,CA-2014-141313,141.76,6
AJ-10780,US-2017-133361,89.97,7
AJ-10780,US-2017-133361,74,8
AJ-10780,CA-2014-149020,51.94,9
AJ-10780,US-2017-133361,37.2,10
AJ-10780,US-2017-133361,14.7,11
AJ-10780,CA-2015-165554,10.86,12
AJ-10780,CA-2016-123617,7.434,13
AJ-10780,US-2017-133361,3.76,14
AJ-10780,CA-2014-149020,2.89,15
AJ-10795,CA-2017-142342,1194.165,1
AJ-10795,CA-2016-123946,1059.12,2
AJ-10795,CA-2014-110786,767.952,3
AJ-10795,CA-2014-106810,310.88,4
AJ-10795,CA-2014-110786,274.77,5
AJ-10795,CA-2014-110786,191.976,6
AJ-10795,CA-2016-134474,191.472,7
AJ-10795,CA-2014-110786,70.56,8
AJ-10795,CA-2016-123946,67.9,9
AJ-10795,CA-2016-134474,59.184,10
AJ-10795,CA-2017-142342,57.9,11
AJ-10795,CA-2017-142342,32.4,12
AJ-10795,CA-2014-110786,24.9,13
AJ-10795,CA-2014-110786,21.12,14
AJ-10795,CA-2016-123946,20.7,15
AJ-10795,CA-2014-110786,14.352,16
AJ-10795,CA-2016-123946,11.34,17
AJ-10795,CA-2017-142342,10.56,18
AJ-10795,CA-2016-134474,5.248,19
AJ-10795,CA-2016-123015,4.992,20
AJ-10945,CA-2017-133004,638.73,1
AJ-10945,US-2015-132836,403.68,2
AJ-10945,CA-2016-115378,301.96,3
AJ-10945,US-2015-132836,299.98,4
AJ-10945,CA-2015-126347,50,5
AJ-10945,CA-2015-164497,45.28,6
AJ-10945,US-2015-132836,41.9,7
AJ-10945,US-2015-132836,28.91,8
AJ-10945,CA-2014-155852,19.456,9
AJ-10945,CA-2017-137421,9.344,10
AJ-10960,CA-2014-113362,449.15,1
AJ-10960,CA-2014-131800,122.94,2
AJ-10960,CA-2014-131800,35.448,3
AJ-10960,CA-2014-113362,11.07,4
AJ-10960,CA-2017-123246,10.64,5
AM-10360,US-2015-107944,239.97,1
AM-10360,US-2015-107944,192.72,2
AM-10360,CA-2017-161340,115.96,3
AM-10360,CA-2017-109701,79.47,4
AM-10360,CA-2017-109701,69.456,5
AM-10360,CA-2016-157000,37.224,6
AM-10360,CA-2016-157000,20.016,7
AM-10360,CA-2014-132542,15.36,8
AM-10360,CA-2017-161340,13.872,9
AM-10360,CA-2017-109701,10.86,10
AM-10360,CA-2017-109701,10.08,11
AM-10360,CA-2017-109701,9.024,12
AM-10705,CA-2014-145387,1604.9,1
AM-10705,CA-2016-145905,900.08,2
AM-10705,US-2017-124821,871.4,3
AM-10705,CA-2014-145387,385.686,4
AM-10705,CA-2017-157903,383.84,5
AM-10705,CA-2016-145905,350.98,6
AM-10705,CA-2017-104731,302.94,7
AM-10705,CA-2017-104731,271.96,8
AM-10705,CA-2017-104731,231.72,9
AM-10705,CA-2017-104731,101.94,10
AM-10705,CA-2014-145387,49.25,11
AM-10705,CA-2015-151470,45.584,12
AM-10705,CA-2014-145387,34.08,13
AM-10705,CA-2017-104731,19.68,14
AM-10705,CA-2014-145387,17.67,15
AM-10705,CA-2015-100573,17.48,16
AM-10705,CA-2017-104731,14.94,17
AM-10705,CA-2014-145387,14.76,18
AM-10705,CA-2015-138457,13.092,19
AM-10705,CA-2016-145905,13.08,20
AM-10705,CA-2017-104731,8.8,21
AO-10810,CA-2016-148096,161.28,1
AP-10720,US-2016-103674,437.472,1
AP-10720,US-2016-103674,271.96,2
AP-10720,US-2016-103674,249.584,3
AP-10720,US-2016-114174,173.94,4
AP-10720,CA-2014-127964,125.76,5
AP-10720,CA-2017-143021,79.974,6
AP-10720,CA-2017-143021,58.408,7
AP-10720,CA-2016-136322,45.568,8
AP-10720,CA-2016-136322,28.752,9
AP-10720,US-2015-165449,27.168,10
AP-10720,CA-2016-120250,25.632,11
AP-10720,CA-2014-127964,25.32,12
AP-10720,US-2016-103674,18.69,13
AP-10720,US-2016-114174,14.76,14
AP-10720,US-2016-103674,13.86,15
AP-10720,US-2016-103674,13.376,16
AP-10720,US-2016-103674,13.36,17
AP-10720,CA-2014-127964,9.99,18
AP-10720,CA-2016-154403,4.98,19
AP-10915,CA-2016-168893,842.94,1
AP-10915,CA-2014-146969,686.32,2
AP-10915,CA-2014-124737,223.056,3
AP-10915,CA-2014-146969,204.6,4
AP-10915,US-2017-132059,180.588,5
AP-10915,CA-2016-128412,153.552,6
AP-10915,CA-2014-124737,143.64,7
AP-10915,CA-2016-128412,123.92,8
AP-10915,CA-2017-168228,123.92,9
AP-10915,CA-2014-105270,112.648,10
AP-10915,CA-2016-128412,65.34,11
AP-10915,CA-2014-146969,62.18,12
AP-10915,US-2017-132059,47.984,13
AP-10915,CA-2017-168228,47.3,14
AP-10915,CA-2016-128412,44.75,15
AP-10915,CA-2016-128412,35.1,16
AP-10915,CA-2014-124737,31.104,17
AP-10915,CA-2014-105270,30.48,18
AP-10915,CA-2017-146136,24.448,19
AP-10915,CA-2016-168893,24.1,20
AP-10915,CA-2016-168893,20,21
AP-10915,CA-2014-124737,15.552,22
AP-10915,US-2016-164588,12.84,23
AP-10915,CA-2017-168228,12.39,24
AP-10915,CA-2014-113047,11.85,25
AP-10915,CA-2016-168893,8.75,26
AP-10915,CA-2014-146969,8.72,27
AP-10915,CA-2016-168893,7.98,28
AP-10915,CA-2014-124737,6.8,29
AP-10915,CA-2014-146969,6.48,30
AP-10915,CA-2014-124737,4.224,31
AR-10345,US-2014-115189,523.764,1
AR-10345,US-2014-115189,251.964,2
AR-10345,CA-2015-139374,179.886,3
AR-10345,CA-2017-126396,85.2,4
AR-10345,CA-2017-126438,14.88,5
AR-10405,US-2017-134481,1488.424,1
AR-10405,CA-2015-164427,239.7,2
AR-10405,CA-2014-157882,143.432,3
AR-10405,CA-2014-157882,122.352,4
AR-10405,CA-2017-140844,103.12,5
AR-10405,CA-2017-140844,97.82,6
AR-10405,CA-2017-149468,41.28,7
AR-10510,CA-2016-147536,89.97,1
AR-10510,CA-2015-112319,58.32,2
AR-10510,US-2014-105767,55.188,3
AR-10510,CA-2014-115056,26.136,4
AR-10510,US-2014-105767,21.168,5
AR-10510,CA-2017-111808,10.8,6
AR-10510,US-2014-105767,3.282,7
AR-10540,CA-2017-138289,5443.96,1
AR-10540,US-2015-136987,639.968,2
AR-10540,CA-2017-138289,302.67,3
AR-10540,CA-2017-138289,56.07,4
AR-10540,CA-2014-122588,52.96,5
AR-10540,US-2015-136987,52.76,6
AR-10540,CA-2016-138037,27.24,7
AR-10540,CA-2017-154935,17.88,8
AR-10540,CA-2015-123505,14.94,9
AR-10570,CA-2016-157588,51.75,1
AR-10570,CA-2016-157588,36.4,2
AR-10825,CA-2017-118724,1626.192,1
AR-10825,CA-2016-132304,1115.17,2
AR-10825,CA-2017-141425,384.592,3
AR-10825,US-2016-148110,347.802,4
AR-10825,CA-2016-160745,316,5
AR-10825,CA-2016-160745,302.376,6
AR-10825,US-2017-108343,183.92,7
AR-10825,US-2017-108343,163.764,8
AR-10825,CA-2014-109218,32.4,9
AR-10825,CA-2015-160213,19.44,10
AR-10825,CA-2016-160745,14.8,11
AR-10825,US-2017-108343,13.36,12
AR-10825,CA-2017-118724,3.52,13
AS-10045,CA-2017-162691,1439.982,1
AS-10045,CA-2017-113481,695.7,2
AS-10045,CA-2016-148747,477.666,3
AS-10045,CA-2017-101749,171.288,4
AS-10045,US-2017-147655,88.074,5
AS-10045,US-2014-150126,65.78,6
AS-10045,CA-2017-162691,36.288,7
AS-10045,CA-2016-162901,31.4,8
AS-10045,CA-2017-113481,28.854,9
AS-10090,CA-2015-127509,1024.38,1
AS-10090,CA-2014-156160,579.528,2
AS-10090,CA-2017-136448,538.194,3
AS-10090,CA-2016-119865,353.568,4
AS-10090,CA-2016-119865,186.144,5
AS-10090,CA-2014-156160,97.44,6
AS-10090,CA-2017-145877,94.2,7
AS-10090,CA-2017-136448,71.976,8
AS-10090,CA-2017-136448,47.984,9
AS-10090,CA-2016-119865,36.56,10
AS-10090,US-2017-108063,34.65,11
AS-10090,CA-2017-145877,28.4,12
AS-10090,CA-2015-127509,26.22,13
AS-10090,CA-2017-136448,22.512,14
AS-10090,CA-2016-104311,18.936,15
AS-10090,CA-2015-127509,17.34,16
AS-10090,CA-2015-127509,17.22,17
AS-10090,CA-2014-132913,13.97,18
AS-10090,CA-2014-156160,13.04,19
AS-10090,CA-2016-104311,12.672,20
AS-10090,CA-2016-150007,6,21
AS-10090,CA-2016-104311,5.04,22
AS-10090,CA-2014-156160,3.984,23
AS-10090,CA-2017-136448,3.444,24
AS-10090,CA-2016-150007,1.908,25
AS-10135,CA-2017-162929,41.28,1
AS-10135,CA-2017-162929,13.36,2
AS-10135,CA-2016-149461,4.18,3
AS-10225,CA-2014-110408,1394.95,1
AS-10225,CA-2017-112515,1292.94,2
AS-10225,CA-2014-110408,545.88,3
AS-10225,CA-2014-110408,275.97,4
AS-10225,CA-2017-112515,261.74,5
AS-10225,CA-2016-143154,165.6,6
AS-10225,CA-2017-112515,164.88,7
AS-10225,CA-2017-117926,69.48,8
AS-10225,CA-2015-144253,26.8,9
AS-10225,CA-2017-112515,25.584,10
AS-10225,CA-2017-112515,14.4,11
AS-10225,CA-2017-112515,10.776,12
AS-10240,CA-2014-149958,142.776,1
AS-10240,CA-2014-149958,131.904,2
AS-10240,CA-2016-118913,60.81,3
AS-10240,CA-2014-149958,45.696,4
AS-10240,CA-2014-149958,43.188,5
AS-10240,CA-2017-101049,41.256,6
AS-10240,CA-2016-114405,36.744,7
